,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
155,2060,Moira Kinross (Earth-616),\/Moira_Kinross_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,259.0,Dec-75,1975.0
156,1915,Karnak (Earth-616),\/Karnak_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,257.0,Dec-65,1965.0
157,2204,Namorita Prentiss (Earth-616),\/Namorita_Prentiss_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,257.0,Jun-72,1972.0
158,2038,Lockjaw (Earth-616),\/Lockjaw_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,255.0,Dec-65,1965.0
159,1029,Adam Warlock (Earth-616),\/Adam_Warlock_(Earth-616),No Dual Identity,Good Characters,White Eyes,Gold Hair,Male Characters,,Living Characters,252.0,Sep-67,1967.0
160,2407,Heather McNeil (Earth-616),\/Heather_McNeil_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,252.0,Nov-80,1980.0
161,2034,Curtis Connors (Earth-616),\/Curtis_Connors_(Earth-616),Public Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,250.0,Nov-63,1963.0
162,2097,Theodore Sallis (Earth-616),\/Theodore_Sallis_(Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,,Living Characters,249.0,May-71,1971.0
163,2421,Adrian Toomes (Earth-616),\/Adrian_Toomes_(Earth-616),Public Identity,Bad Characters,Hazel Eyes,Bald,Male Characters,,Living Characters,248.0,May-63,1963.0
164,1514,Amora (Earth-616),\/Amora_(Earth-616),Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,247.0,Apr-64,1964.0
165,1335,Clea (Earth-616),\/Clea_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,247.0,Nov-64,1964.0
166,1289,Mar-Vell (Earth-616),\/Mar-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,245.0,Dec-67,1967.0
167,2309,Eugene Judd (Earth-616),\/Eugene_Judd_(Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,245.0,Aug-83,1983.0
168,1813,Daimon Hellstrom (Earth-616),\/Daimon_Hellstrom_(Earth-616),No Dual Identity,Neutral Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,242.0,Sep-73,1973.0
169,76396,John Jonah Jameson III (Earth-616),\/John_Jonah_Jameson_III_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,240.0,Mar-63,1963.0
170,2497,Triton (Earth-616),\/Triton_(Earth-616),No Dual Identity,Good Characters,Green Eyes,No Hair,Male Characters,,Living Characters,240.0,Dec-65,1965.0
172,6517,Robert Reynolds (Earth-616),\/Robert_Reynolds_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,240.0,Sep-00,2000.0
173,2351,Aleksei Sytsevich (Earth-616),\/Aleksei_Sytsevich_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,239.0,Oct-66,1966.0
174,15903,Santo Vaccarro (Earth-616),\/Santo_Vaccarro_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,238.0,Sep-03,2003.0
175,2335,Jonathan Clay (Earth-616),\/Jonathan_Clay_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,237.0,Aug-60,1960.0
176,1095,Ares (Earth-616),\/Ares_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,236.0,Apr-49,1949.0
177,2523,Sersi (Earth-616),\/Sersi_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,236.0,Sep-76,1976.0
178,2617,Guido Carosella (Earth-616),\/Guido_Carosella_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,236.0,Jul-85,1985.0
179,1533,Zabu (Earth-616),\/Zabu_(Earth-616),Public Identity,Good Characters,Green Eyes,Orange Hair,Male Characters,,Living Characters,234.0,Mar-65,1965.0
180,2186,Michael Morbius (Earth-616),\/Michael_Morbius_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,231.0,Oct-71,1971.0
181,2353,Julio Richter (Earth-616),\/Julio_Richter_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,231.0,Jun-87,1987.0
183,15907,Megan Gwynn (Earth-616),\/Megan_Gwynn_(Earth-616),Public Identity,Good Characters,Black Eyeballs,Pink Hair,Female Characters,,Living Characters,229.0,Nov-04,2004.0
184,2724,Kyle Richmond (Earth-616),\/Kyle_Richmond_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,227.0,Oct-69,1969.0
185,1911,Karen Page (Earth-616),\/Karen_Page_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,226.0,Apr-64,1964.0
186,1336,Tyrone Johnson (Earth-616),\/Tyrone_Johnson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,226.0,Mar-82,1982.0
187,1503,Maxwell Dillon (Earth-616),\/Maxwell_Dillon_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,225.0,Feb-64,1964.0
188,1356,Valerie Cooper (Earth-616),\/Valerie_Cooper_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,225.0,Dec-83,1983.0
189,8844,Anna May (Earth-616),\/Anna_May_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,224.0,Aug-64,1964.0
190,1471,Vlad Dracula (Earth-616),\/Vlad_Dracula_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,223.0,Mar-51,1951.0
191,1389,Tandy Bowen (Earth-616),\/Tandy_Bowen_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,222.0,Mar-82,1982.0
192,2054,Monet St. Croix (Earth-616),\/Monet_St._Croix_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,221.0,Nov-94,1994.0
193,1684,Gamora (Earth-616),\/Gamora_(Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,218.0,Jun-75,1975.0
194,10174,Amara Aquilla (Earth-616),\/Amara_Aquilla_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,217.0,Oct-83,1983.0
195,2590,Julia Carpenter (Earth-616),\/Julia_Carpenter_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,212.0,Oct-84,1984.0
196,1654,Jane Foster (Earth-616),\/Jane_Foster_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,211.0,Sep-62,1962.0
197,2482,Mortimer Toynbee (Earth-616),\/Mortimer_Toynbee_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,210.0,Mar-64,1964.0
198,1080,Scott Lang (Earth-616),\/Scott_Lang_(Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,209.0,Mar-79,1979.0
199,1840,Paige Guthrie (Earth-616),\/Paige_Guthrie_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,207.0,Nov-84,1984.0
200,8648,Benjamin Parker (Earth-616),\/Benjamin_Parker_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,205.0,Aug-62,1962.0
201,1117,Erik Josten (Earth-616),\/Erik_Josten_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,204.0,Oct-65,1965.0
202,1122,Jeanne-Marie Beaubier (Earth-616),\/Jeanne-Marie_Beaubier_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,203.0,Apr-79,1979.0
203,1027,Carl Creel (Earth-616),\/Carl_Creel_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,202.0,Apr-64,1964.0
205,2528,Michael Twoyoungmen (Earth-616),\/Michael_Twoyoungmen_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,200.0,Apr-79,1979.0
206,119275,Hope Summers (Earth-616),\/Hope_Summers_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,200.0,Jan-08,2008.0
207,2470,Eric Masterson (Earth-616),\/Eric_Masterson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,198.0,May-88,1988.0
208,1544,Alexander Power (Earth-616),\/Alexander_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,197.0,Aug-84,1984.0
209,2501,Matthew Hawk (Earth-616),\/Matthew_Hawk_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,195.0,Nov-62,1962.0
210,1888,Jessica Jones (Earth-616),\/Jessica_Jones_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,195.0,Sep-63,1963.0
211,1215,Frederick Dukes (Earth-616),\/Frederick_Dukes_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,194.0,Jan-64,1964.0
212,1204,Eric Brooks (Earth-616),\/Eric_Brooks_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,194.0,Jul-73,1973.0
213,1523,Eros (Earth-616),\/Eros_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,193.0,Feb-73,1973.0
214,1232,Madison Jeffries (Earth-616),\/Madison_Jeffries_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,193.0,Aug-83,1983.0
215,2099,Mandarin (Earth-616),\/Mandarin_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,190.0,Feb-64,1964.0
216,2006,The Wizard (Earth-616),\/The_Wizard_(Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,189.0,Nov-62,1962.0
217,51769,Akihiro (Earth-616),\/Akihiro_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,189.0,Oct-06,2006.0
218,1943,Sergei Kravinoff (Earth-616),\/Sergei_Kravinoff_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,188.0,Aug-64,1964.0
219,1315,Jonothon Starsmore (Earth-616),\/Jonothon_Starsmore_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,187.0,Nov-94,1994.0
220,1142,Helmut Zemo (Earth-616),\/Helmut_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,184.0,Dec-73,1973.0
221,15901,Victor Borkowski (Earth-616),\/Victor_Borkowski_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,184.0,Aug-03,2003.0
222,4368,Edward Leeds (Earth-616),\/Edward_Leeds_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,181.0,Nov-64,1964.0
223,1576,Ultron (Earth-616),\/Ultron_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,181.0,Jul-68,1968.0
224,1386,Douglas Ramsey (Earth-616),\/Douglas_Ramsey_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,181.0,Mar-84,1984.0
225,2715,Quentin Beck (Earth-616),\/Quentin_Beck_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,180.0,Jun-64,1964.0
226,1822,Herbert Wyndham (Earth-616),\/Herbert_Wyndham_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,179.0,Nov-66,1966.0
227,39324,Julian Keller (Earth-616),\/Julian_Keller_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,179.0,Aug-03,2003.0
228,1981,Jack Russell (Earth-616),\/Jack_Russell_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,178.0,Feb-72,1972.0
229,39972,Celeste Cuckoo (Earth-616),\/Celeste_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,177.0,Nov-01,2001.0
230,1354,Valentina Allegra de Fontaine (Earth-616),\/Valentina_Allegra_de_Fontaine_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,176.0,Aug-67,1967.0
231,2065,Ophelia Sarkissian (Earth-616),\/Ophelia_Sarkissian_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,175.0,Feb-69,1969.0
232,1344,Colleen Wing (Earth-616),\/Colleen_Wing_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,175.0,Nov-74,1974.0
233,57563,Irma Cuckoo (Earth-616),\/Irma_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,175.0,Nov-01,2001.0
234,1184,Sebastian Shaw (Earth-616),\/Sebastian_Shaw_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,174.0,Jan-80,1980.0
235,57564,Phoebe Cuckoo (Earth-616),\/Phoebe_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,174.0,Nov-01,2001.0
236,2376,Sage (Earth-616),\/Sage_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,172.0,Apr-80,1980.0
237,2115,Valeria Richards (Earth-616),\/Valeria_Richards_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,171.0,Feb-02,2002.0
238,194870,Donald Blake (Earth-616),\/Donald_Blake_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,170.0,Aug-62,1962.0
239,1809,Hela (Earth-616),\/Hela_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,170.0,Mar-64,1964.0
240,2024,Lilandra Neramani (Earth-616),\/Lilandra_Neramani_(Earth-616),No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,,Deceased Characters,170.0,Feb-76,1976.0
241,1760,Henry Gyrich (Earth-616),\/Henry_Gyrich_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,170.0,Nov-77,1977.0
242,4877,Dwayne Taylor (Earth-616),\/Dwayne_Taylor_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,169.0,Dec-89,1989.0
243,7975,Harold Hogan (Earth-616),\/Harold_Hogan_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,166.0,Sep-63,1963.0
245,1399,Christopher Powell (Earth-616),\/Christopher_Powell_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,165.0,Mar-91,1991.0
246,2178,Harvey Elder (Earth-616),\/Harvey_Elder_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,164.0,Nov-61,1961.0
247,1140,Wolfgang von Strucker (Earth-616),\/Wolfgang_von_Strucker_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,164.0,Jan-64,1964.0
248,2015,Dirk Garthwaite (Earth-616),\/Dirk_Garthwaite_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,164.0,Jan-68,1968.0
249,2271,Pip Gofern (Earth-616),\/Pip_Gofern_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,163.0,Apr-75,1975.0
250,2428,Tony Masters (Earth-616),\/Tony_Masters_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,163.0,May-80,1980.0
251,19592,David Lieberman (Earth-616),\/David_Lieberman_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,163.0,Nov-87,1987.0
252,1756,James Hudson (Earth-616),\/James_Hudson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,161.0,Feb-78,1978.0
253,1874,Miles Warren (Earth-616),\/Miles_Warren_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,160.0,Dec-65,1965.0
254,1715,Kallark (Earth-616),\/Kallark_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,,Living Characters,160.0,Oct-77,1977.0
255,1084,En Sabah Nur (Earth-616),\/En_Sabah_Nur_(Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,160.0,Jun-86,1986.0
256,2624,Shiro Yoshida (Earth-616),\/Shiro_Yoshida_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,158.0,Jan-70,1970.0
257,2554,Silver Sablinova (Earth-616),\/Silver_Sablinova_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,,Deceased Characters,158.0,Jun-85,1985.0
258,5398,Elvin Haliday (Earth-616),\/Elvin_Haliday_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,158.0,Nov-90,1990.0
260,2168,Calvin Zabo (Earth-616),\/Calvin_Zabo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157.0,Dec-63,1963.0
261,1226,Frederick Myers (Earth-616),\/Frederick_Myers_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157.0,Jul-66,1966.0
262,2105,Mantis (Earth-616),\/Mantis_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,156.0,Jun-73,1973.0
263,1057,Marlene Alraune (Earth-616),\/Marlene_Alraune_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,156.0,Jun-76,1976.0
264,1435,Rachel Leighton (Earth-616),\/Rachel_Leighton_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,156.0,Oct-85,1985.0
265,119342,Veranke (Earth-616),\/Veranke_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,,Deceased Characters,156.0,Jan-05,2005.0
266,2170,Nathaniel Essex (Earth-616),\/Nathaniel_Essex_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,155.0,Sep-87,1987.0
267,1450,Anthony Druid (Earth-616),\/Anthony_Druid_(Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,153.0,Jun-61,1961.0
268,68280,Cassandra Lang (Earth-616),\/Cassandra_Lang_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,153.0,Apr-79,1979.0
269,1163,Beta Ray Bill (Earth-616),\/Beta_Ray_Bill_(Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,153.0,Nov-83,1983.0
270,1958,Samuel Sterns (Earth-616),\/Samuel_Sterns_(Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,152.0,Dec-64,1964.0
271,1961,Leech (Earth-616),\/Leech_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,152.0,Mar-84,1984.0
272,2422,Glenn Talbot (Earth-616),\/Glenn_Talbot_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,151.0,Nov-64,1964.0
